image_path,steering_angle
images/1764134452442.jpg,0.000
images/1764134452692.jpg,0.000
images/1764134452952.jpg,0.000
images/1764134453203.jpg,0.000
images/1764134453455.jpg,0.000
images/1764134453705.jpg,0.000
images/1764134453966.jpg,0.000
images/1764134454227.jpg,0.000
images/1764134454477.jpg,0.000
images/1764134454727.jpg,0.000
images/1764134454987.jpg,0.000
images/1764134455247.jpg,0.000
images/1764134455498.jpg,0.000
images/1764134455748.jpg,0.000
images/1764134456003.jpg,0.000
images/1764134456253.jpg,0.000
images/1764134456503.jpg,0.000
images/1764134456754.jpg,0.000
images/1764134457005.jpg,0.000
images/1764134457255.jpg,0.000
images/1764134457506.jpg,0.000
images/1764134457758.jpg,0.000
images/1764134458017.jpg,0.000
images/1764134458276.jpg,0.000
images/1764134458527.jpg,0.000
images/1764134458778.jpg,0.000
images/1764134459031.jpg,0.000
images/1764134459290.jpg,0.000
images/1764134459542.jpg,0.000
images/1764134459793.jpg,0.000
images/1764134460043.jpg,0.000
images/1764134460303.jpg,0.000
images/1764134460553.jpg,0.000
images/1764134460813.jpg,0.000
images/1764134461063.jpg,0.000
images/1764134461313.jpg,0.000
images/1764134461572.jpg,0.000
images/1764134461831.jpg,0.000
images/1764134462090.jpg,0.000
images/1764134462349.jpg,0.000
images/1764134462605.jpg,0.000
images/1764134462865.jpg,0.000
images/1764134463114.jpg,0.000
images/1764134463367.jpg,0.000
images/1764134463617.jpg,0.000
images/1764134463869.jpg,0.000
images/1764134464121.jpg,0.000
images/1764134464372.jpg,0.000
images/1764134464623.jpg,0.000
images/1764134464873.jpg,0.000
images/1764134465134.jpg,0.000
images/1764134465393.jpg,0.000
images/1764134465645.jpg,0.000
images/1764134465894.jpg,0.000
images/1764134466146.jpg,0.000
images/1764134466397.jpg,0.000
images/1764134466659.jpg,0.000
images/1764134466911.jpg,0.000
images/1764134467170.jpg,0.000
images/1764134467431.jpg,0.000
images/1764134467681.jpg,0.000
images/1764134467932.jpg,0.000
images/1764134468183.jpg,0.000
images/1764134468433.jpg,0.000
images/1764134468685.jpg,0.000
images/1764134468935.jpg,0.000
images/1764134469190.jpg,0.000
images/1764134469443.jpg,0.000
images/1764134469695.jpg,0.000
images/1764134469949.jpg,0.000
images/1764134470201.jpg,0.000
images/1764134470455.jpg,0.000
images/1764134470716.jpg,0.000
images/1764134470970.jpg,0.000
images/1764134471223.jpg,0.000
images/1764134471484.jpg,0.000
images/1764134471740.jpg,0.000
images/1764134471992.jpg,0.000
images/1764134472246.jpg,0.000
images/1764134472499.jpg,0.000
images/1764134472752.jpg,0.000
images/1764134473005.jpg,0.000
images/1764134473257.jpg,0.000
images/1764134473510.jpg,0.000
images/1764134473763.jpg,0.000
images/1764134474020.jpg,0.000
images/1764134474272.jpg,0.000
images/1764134474526.jpg,0.000
images/1764134474780.jpg,0.000
images/1764134475058.jpg,0.000
images/1764134475325.jpg,0.000
images/1764134475599.jpg,0.000
images/1764134475902.jpg,0.000
images/1764134476176.jpg,0.000
images/1764134476443.jpg,0.000
images/1764134476706.jpg,0.000
images/1764134476968.jpg,0.000
images/1764134477229.jpg,0.000
images/1764134477496.jpg,0.000
images/1764134477760.jpg,0.000
images/1764134478039.jpg,0.000
images/1764134478308.jpg,0.000
images/1764134478566.jpg,0.000
images/1764134478826.jpg,0.000
images/1764134479092.jpg,0.000
images/1764134479383.jpg,0.000
images/1764134479648.jpg,0.000
images/1764134479911.jpg,0.000
images/1764134480176.jpg,0.000
images/1764134480462.jpg,0.000
images/1764134480757.jpg,0.000
images/1764134481101.jpg,0.000
images/1764134481375.jpg,0.000
images/1764134481697.jpg,0.000
images/1764134481967.jpg,0.000
images/1764134482238.jpg,0.000
images/1764134482508.jpg,0.000
images/1764134482779.jpg,0.000
images/1764134483068.jpg,0.000
images/1764134483342.jpg,0.000
images/1764134483636.jpg,0.000
images/1764134483897.jpg,0.000
images/1764134484161.jpg,0.000
images/1764134484428.jpg,0.000
images/1764134484709.jpg,0.000
images/1764134484965.jpg,0.000
images/1764134485211.jpg,0.000
images/1764134485458.jpg,0.000
images/1764134485704.jpg,0.000
images/1764134485950.jpg,0.000
images/1764134486195.jpg,0.000
images/1764134486440.jpg,0.000
images/1764134486686.jpg,0.000
images/1764134486932.jpg,0.000
images/1764134487192.jpg,0.000
images/1764134487438.jpg,0.000
images/1764134487703.jpg,0.000
images/1764134487964.jpg,0.000
images/1764134488227.jpg,0.000
images/1764134488495.jpg,0.000
images/1764134488769.jpg,0.000
images/1764134489043.jpg,0.000
images/1764134489307.jpg,0.000
images/1764134489552.jpg,0.000
images/1764134489798.jpg,0.000
images/1764134490051.jpg,0.000
images/1764134490306.jpg,0.000
images/1764134490559.jpg,0.000
images/1764134490804.jpg,0.000
images/1764134491066.jpg,0.000
images/1764134491355.jpg,0.000
images/1764134491622.jpg,0.000
images/1764134491895.jpg,0.000
images/1764134492166.jpg,0.000
images/1764134492420.jpg,0.000
images/1764134492674.jpg,0.000
images/1764134492948.jpg,0.000
images/1764134493217.jpg,0.000
images/1764134493462.jpg,0.000
images/1764134493725.jpg,0.000
images/1764134493987.jpg,0.000
images/1764134494286.jpg,0.000
images/1764134494579.jpg,0.000
images/1764134494866.jpg,0.000
images/1764134495116.jpg,0.000
images/1764134495378.jpg,0.000
images/1764134495668.jpg,0.000
images/1764134495944.jpg,0.000
images/1764134496249.jpg,0.000
images/1764134496535.jpg,0.000
images/1764134496867.jpg,0.000
images/1764134497131.jpg,0.000
images/1764134497427.jpg,0.000
images/1764134497695.jpg,0.000
images/1764134497981.jpg,0.000
images/1764134498245.jpg,0.000
images/1764134498530.jpg,0.000
images/1764134498822.jpg,0.000
images/1764134499143.jpg,0.000
images/1764134499418.jpg,0.000
images/1764134499687.jpg,0.000
images/1764134499945.jpg,0.000
images/1764134500203.jpg,0.000
images/1764134500457.jpg,0.000
images/1764134500717.jpg,0.000
images/1764134500977.jpg,0.000
images/1764134501233.jpg,0.000
images/1764134501502.jpg,0.000
images/1764134501780.jpg,0.000
images/1764134502025.jpg,0.000
images/1764134502284.jpg,0.000
images/1764134502553.jpg,0.000
images/1764134502808.jpg,0.000
images/1764134503054.jpg,0.000
images/1764134503300.jpg,0.000
images/1764134503548.jpg,0.000
images/1764134503804.jpg,0.000
images/1764134504058.jpg,0.000
images/1764134504304.jpg,0.000
images/1764134504549.jpg,0.000
images/1764134504803.jpg,0.000
images/1764134505057.jpg,0.000
images/1764134505312.jpg,0.000
images/1764134505557.jpg,0.000
images/1764134505802.jpg,0.000
images/1764134506047.jpg,0.000
images/1764134506293.jpg,0.000
images/1764134506538.jpg,0.000
images/1764134506785.jpg,0.000
images/1764134507039.jpg,0.000
images/1764134507284.jpg,0.000
images/1764134507530.jpg,0.000
images/1764134507785.jpg,0.000
images/1764134508030.jpg,0.000
images/1764134508275.jpg,0.000
images/1764134508521.jpg,0.000
images/1764134508767.jpg,0.000
images/1764134509012.jpg,0.000
images/1764134509257.jpg,0.000
images/1764134509503.jpg,0.000
images/1764134509747.jpg,0.000
images/1764134509994.jpg,0.000
images/1764134510241.jpg,0.000
images/1764134510486.jpg,0.000
images/1764134510731.jpg,0.000
images/1764134510977.jpg,0.000
images/1764134511222.jpg,0.000
images/1764134511467.jpg,0.000
images/1764134511721.jpg,0.000
images/1764134511966.jpg,0.000
images/1764134512211.jpg,0.000
images/1764134512465.jpg,0.000
images/1764134512710.jpg,0.000
images/1764134512956.jpg,0.000
images/1764134513209.jpg,0.000
images/1764134513454.jpg,0.000
images/1764134513699.jpg,0.000
images/1764134513954.jpg,0.000
images/1764134514208.jpg,0.000
images/1764134514462.jpg,0.000
images/1764134514708.jpg,0.000
